Player,Team,Pos,# of Top 5 Szns,# of Top 12 Szns,# of Top 24 Szns,Draft,Age,Draft Year,Cr.Year,SZN Year,POS RK,PPG POS RK,TEAM POS RK,GMs,Opps,TGT%,EPG,FPOE/G,aDot,Yd/TMAtt / G,PPG (PPR),TD Rate (YD/TD),Dominator (rec),Opportunity Share (% of team - non qb - RuAtt and Tgts),PPR,.5ppr,STD,SIXPT,FFPC,DK,FD,Snaps,Snap%,Tgt,Tgt Shr,Att,% Tm Att,Opps,% Tm Opps,Yards,Att,Comp,Comp%,TD,Int,Yd/Att,Rating,Total,Completed,Conv%,AY/Att,EP,FPOE,PaEP,PaFPOE,ruEP,ruFPOE,reEP,reFPOE,Att,Yards,TD,RUSH TD% (TD/ATT),YPC,% Tm Att,FumL,Tgt,Rec,Yards,TD,TD% (REC/TD,YPR,Yd/Tgt,TGT%,AirYards,AY/Tgt,YAC,RACR,Airyards %,WOPR,AirYAC (AY+YAC),
Stefon Diggs,MIN,WR,1.00,2.00,4.00,146,25,2015,4,2018,10,11,2,15,158,26.00%,17.20,0.55,8.60,1.20,17.75,120.33,38.7%,22.2%,266.3,215.3,164.3,266.3,266.3,278.3,215.3,874,0.87,148,0.26,10,0.03,158,0.17,0,0,0,NaN%,0,0,NA,NA,0,0,NaN%,NA,258,8.3,0,0,10.4,-4.2,247.5,12.6,10,62,0,0.00%,6.2,0.03,0,148,102,1021,9,6.08%,10,6.9,0.26,1276,8.6,448,0.8,0.3,0.6,1724,Stefon Diggs4
T.Y. Hilton,IND,WR,1.00,2.00,5.00,92,29,2012,7,2018,14,13,1,14,120,23.00%,14.39,2.68,11.20,1.38,17.07,211.67,35.3%,17.4%,239,201,163,239,239,254,201,763,0.77,120,0.23,0,0,120,0.13,0,0,0,NaN%,0,0,NA,NA,0,0,NaN%,NA,201.5,37.5,0,0,0,0,201.5,37.5,0,0,0,0.00%,NA,0,0,120,76,1270,6,5.00%,16.7,10.6,0.23,1342,11.2,455,0.95,0.34,0.57,1797,T.Y. Hilton7
Terrelle Pryor,BUF,WR,0.00,0.00,1.00,329,29,2011,8,2018,118,92,4,8,31,12.00%,6.41,0.23,12.40,0.52,6.64,125.50,16.3%,5.1%,53.1,45.1,37.1,53.1,53.1,53.1,45.1,277,0.51,30,0.12,1,0,31,0.06,0,0,0,NaN%,0,0,NA,NA,0,0,NaN%,NA,51.3,1.8,0,0,0.8,-0.9,50.5,2.7,1,-1,0,0.00%,-1,0,0,30,16,252,2,6.67%,15.8,8.4,0.12,372,12.4,62,0.68,0.18,0.31,434,Terrelle Pryor8
Torrey Smith,CAR,WR,0.00,0.00,1.00,58,29,2011,8,2018,120,123,5,11,30,8.00%,4.47,0.07,13.90,0.28,4.55,95.00,8.4%,4.9%,50,41.5,33,50,50,50,41.5,324,0.43,30,0.08,0,0,30,0.04,0,0,0,NaN%,0,0,NA,NA,0,0,NaN%,NA,49.2,0.8,0,0,0,0,49.2,0.8,0,0,0,0.00%,NA,0,0,30,17,190,2,6.67%,11.2,6.3,0.08,417,13.9,48,0.46,0.13,0.21,465,Torrey Smith8
Tyler Boyd,CIN,WR,0.00,0.00,2.00,55,24,2016,3,2018,17,19,2,14,111,22.00%,12.47,3.32,9.40,1.31,15.79,147.29,41.8%,17.4%,221.1,183.1,145.1,221.1,221.1,230.1,183.1,773,0.86,108,0.22,2,0.01,110,0.14,0,1,0,0,0,0,0,39.6,34,0,0,34,174.6,46.5,0.3,-0.3,1.3,-1,173,47.8,2,3,0,0.00%,1.5,0.01,0,108,76,1028,7,6.48%,13.5,9.5,0.22,1016,9.4,418,1.01,0.25,0.51,1434,Tyler Boyd3
Tyler Lockett,SEA,WR,0.00,1.00,3.00,69,26,2015,4,2018,16,25,1,16,84,18.00%,7.81,6.09,13.40,1.08,13.90,103.40,42.3%,11.9%,222.4,193.9,165.4,222.4,222.4,225.4,193.9,908,0.85,71,0.18,13,0.02,84,0.09,0,0,0,NaN%,0,0,NA,NA,0,0,NaN%,NA,124.9,97.5,0,0,9.6,-3.4,115.3,100.2,13,69,0,0.00%,5.3,0.02,0,71,57,965,10,14.08%,16.9,13.6,0.18,953,13.4,213,1.01,0.25,0.44,1166,Tyler Lockett4
Tyreek Hill,KC,WR,2.00,3.00,4.00,165,24,2016,3,2018,2,4,1,16,159,24.00%,15.63,5.25,14.80,1.68,20.88,125.38,38.8%,23.4%,334,290.5,247,334,334,352,290.5,905,0.87,137,0.24,22,0.06,159,0.17,0,0,0,NaN%,0,0,NA,NA,0,0,NaN%,NA,250,84,0,0,17.7,3.4,231.9,75,22,151,1,4.55%,6.9,0.06,0,137,87,1479,12,8.76%,17,10.8,0.24,2026,14.8,527,0.73,0.38,0.63,2553,Tyreek Hill3
Tyrell Williams,LAC,WR,0.00,0.00,1.00,329,26,2015,4,2018,51,65,3,16,66,13.00%,6.69,1.93,12.60,0.73,8.61,133.60,22.9%,10.0%,137.8,117.3,96.8,137.8,137.8,143.8,117.3,761,0.76,64,0.13,2,0.01,66,0.07,0,0,0,NaN%,0,0,NA,NA,0,0,NaN%,NA,107,30.8,0,0,1.5,0,105.5,30.8,2,15,0,0.00%,7.5,0.01,0,64,41,653,5,7.81%,15.9,10.2,0.13,806,12.6,195,0.81,0.2,0.33,1001,Tyrell Williams4
A.J. Brown,TEN,WR,0.00,1.00,2.00,51,22,2019,1,2019,22,31,1,16,87,19.00%,8.80,4.77,13.20,1.25,13.57,123.44,41.2%,13.8%,217.1,191.1,165.1,217.1,217.1,232.1,191.1,695,0.68,84,0.19,3,0.01,87,0.1,0,0,0,NaN%,0,0,NA,NA,0,0,NaN%,NA,140.8,76.3,0,0,7.3,4.8,133.5,71.6,3,60,1,33.33%,20,0.01,0,84,52,1051,8,9.52%,20.2,12.5,0.19,1107,13.2,465,0.95,0.29,0.49,1572,A.J. Brown1
Adam Humphries,TEN,WR,0.00,0.00,1.00,329,26,2015,5,2019,80,76,3,12,48,15.00%,6.38,0.83,7.30,0.56,7.21,187.50,13.1%,7.6%,86.5,68,49.5,86.5,86.5,86.5,68,390,0.51,47,0.15,1,0,48,0.07,0,0,0,NaN%,0,0,NA,NA,0,0,NaN%,NA,76.5,10,0,0,0.3,-0.2,76.2,10.2,1,1,0,0.00%,1,0,0,47,37,374,2,4.26%,10.1,8,0.15,345,7.3,126,1.08,0.13,0.31,471,Adam Humphries5
Adam Thielen,MIN,WR,0.00,3.00,3.00,329,29,2013,7,2019,65,45,2,10,52,18.00%,7.83,3.61,11.90,0.72,11.44,60.57,22.7%,8.0%,114.4,99.4,84.4,114.4,114.4,117.4,99.4,443,0.68,48,0.18,4,0.01,52,0.09,0,0,0,NaN%,0,0,NA,NA,0,0,NaN%,NA,78.3,36.1,0,0,4.4,2.2,73.8,34,4,6,1,25.00%,1.5,0.01,0,48,30,418,6,12.50%,13.9,8.7,0.18,573,11.9,117,0.73,0.24,0.44,690,Adam Thielen7
Allen Hurns,MIA,WR,0.00,0.00,1.00,329,28,2014,6,2019,82,92,4,14,48,9.00%,5.74,0.38,10.20,0.52,6.11,208.00,15.0%,7.4%,85.6,69.6,53.6,85.6,85.6,84.6,67.6,527,0.55,48,0.09,0,0,48,0.06,0,0,0,NaN%,0,0,NA,NA,0,0,NaN%,NA,80.3,5.3,0,0,0,0,80.3,5.3,0,0,0,0.00%,NA,0,1,48,32,416,2,4.17%,13,8.7,0.09,492,10.2,111,0.85,0.1,0.21,603,Allen Hurns6
Allen Robinson,CHI,WR,0.00,3.00,3.00,61,26,2014,6,2019,8,11,1,16,154,27.00%,15.54,0.39,10.80,1.19,15.93,164.14,49.8%,22.7%,254.9,205.9,156.9,254.9,254.9,263.9,205.9,1025,0.94,153,0.27,1,0,154,0.16,0,0,0,NaN%,0,0,NA,NA,0,0,NaN%,NA,248.6,6.3,0,0,0.7,-0.5,247.9,6.8,1,2,0,0.00%,2,0,0,153,98,1147,7,4.58%,11.7,7.5,0.27,1658,10.8,286,0.69,0.37,0.66,1944,Allen Robinson6
Alshon Jeffery,PHI,WR,0.00,2.00,3.00,45,29,2012,8,2019,60,39,2,10,73,20.00%,12.04,0.18,11.10,0.74,12.22,98.40,19.8%,11.7%,122.2,100.7,79.2,122.2,122.2,125.2,100.7,504,0.69,72,0.2,1,0,73,0.11,0,0,0,NaN%,0,0,NA,NA,0,0,NaN%,NA,120.4,1.8,0,0,3.6,2.6,116.8,-0.8,1,2,1,100.00%,2,0,0,72,43,490,4,5.56%,11.4,6.8,0.2,802,11.1,111,0.61,0.26,0.48,913,Alshon Jeffery8
Amari Cooper,DAL,WR,0.00,1.00,5.00,4,25,2015,5,2019,10,16,1,16,120,21.00%,11.86,3.54,12.20,1.14,15.41,149.38,37.6%,15.9%,246.5,207,167.5,246.5,246.5,258.5,207,851,0.75,119,0.21,1,0,120,0.12,0,0,0,NaN%,0,0,NA,NA,0,0,NaN%,NA,189.8,56.7,0,0,0.7,-0.1,189.1,56.8,1,6,0,0.00%,6,0,0,119,79,1189,8,6.72%,15.1,10,0.21,1446,12.2,283,0.82,0.27,0.5,1729,Amari Cooper5
Antonio Brown,NE,WR,6.00,6.00,7.00,195,31,2010,10,2019,154,10,2,1,9,29.00%,15.00,1.10,11.50,0.91,16.10,61.00,3.5%,1.1%,16.1,14.1,12.1,16.1,16.1,16.1,14.1,24,0.33,8,0.29,1,0.03,9,0.14,0,0,0,NaN%,0,0,NA,NA,0,0,NaN%,NA,15,1.1,0,0,0.9,-0.4,14.1,1.5,1,5,0,0.00%,5,0.03,0,8,4,56,1,12.50%,14,7,0.29,92,11.5,7,0.61,0.35,0.67,99,Antonio Brown10
Brandin Cooks,LAR,WR,0.00,1.00,5.00,20,26,2014,6,2019,62,70,3,14,78,13.00%,8.50,-0.11,13.60,0.71,8.39,317.50,17.1%,10.3%,117.5,96.5,75.5,117.5,117.5,120.5,96.5,718,0.72,72,0.13,6,0.02,78,0.09,0,0,0,NaN%,0,0,NA,NA,0,0,NaN%,NA,119,-1.5,0,0,3,2.2,116,-3.7,6,52,0,0.00%,8.7,0.02,0,72,42,583,2,2.78%,13.9,8.1,0.13,978,13.6,183,0.6,0.23,0.35,1161,Brandin Cooks6
Calvin Ridley,ATL,WR,1.00,1.00,2.00,26,25,2018,2,2019,27,19,2,13,95,18.00%,12.25,2.90,13.40,1.06,15.15,128.57,31.4%,13.6%,197,165.5,134,197,197,203,165.5,732,0.76,93,0.18,2,0.01,95,0.12,0,0,0,NaN%,0,0,NA,NA,0,0,NaN%,NA,159.3,37.7,0,0,1.7,1.7,157.5,36.1,2,34,0,0.00%,17,0.01,0,93,63,866,7,7.53%,13.7,9.3,0.18,1246,13.4,138,0.7,0.27,0.46,1384,Calvin Ridley2
Chris Godwin,TB,WR,1.00,1.00,1.00,84,23,2017,3,2019,2,2,1,14,120,22.00%,14.46,5.26,10.50,1.48,19.72,149.00,40.1%,16.7%,276.1,233.1,190.1,276.1,276.1,294.1,233.1,957,0.92,119,0.22,1,0,120,0.13,0,0,0,NaN%,0,0,NA,NA,0,0,NaN%,NA,202.4,73.7,0,0,0.7,0.1,201.6,73.7,1,8,0,0.00%,8,0,0,119,86,1333,9,7.56%,15.5,11.2,0.22,1246,10.5,574,1.07,0.22,0.49,1820,Chris Godwin3
Cooper Kupp,LAR,WR,1.00,1.00,1.00,69,26,2017,3,2019,4,7,1,16,137,22.00%,14.24,2.67,7.20,1.13,16.91,116.60,47.7%,17.9%,270.6,223.6,176.6,270.6,270.6,285.6,223.6,907,0.8,134,0.22,2,0,136,0.13,0,1,0,0,0,0,0,39.6,19,0,0,19,227.9,42.7,0,0,1.1,-0.7,226.8,43.4,2,4,0,0.00%,2,0,0,134,94,1162,10,7.46%,12.4,8.7,0.22,970,7.2,538,1.2,0.2,0.47,1508,Cooper Kupp3
Courtland Sutton,DEN,WR,0.00,0.00,1.00,40,24,2018,2,2019,19,29,1,16,130,26.00%,13.50,0.43,11.20,1.28,13.93,194.50,58.1%,21.9%,222.8,186.8,150.8,222.8,222.8,228.42,186.42,943,0.92,126,0.26,3,0.01,129,0.14,38,1,1,1,0,0,38,118.8,37,37,1,37,216,6.8,0.4,1.5,2.2,-0.5,213.4,5.8,3,17,0,0.00%,5.7,0.01,0,126,72,1112,6,4.76%,15.4,8.8,0.26,1407,11.2,357,0.79,0.41,0.68,1764,Courtland Sutton2
D.J. Chark,JAC,WR,0.00,0.00,1.00,61,23,2018,2,2019,18,20,1,15,119,22.00%,13.00,2.05,11.40,1.12,15.05,128.50,41.5%,17.7%,225.8,189.3,152.8,225.8,225.8,234.8,189.3,864,0.82,117,0.22,2,0.01,119,0.13,0,0,0,NaN%,0,0,NA,NA,0,0,NaN%,NA,195,30.8,0,0,1.6,0.4,193.5,30.3,2,20,0,0.00%,10,0.01,0,117,73,1008,8,6.84%,13.8,8.6,0.22,1333,11.4,345,0.76,0.33,0.56,1678,D.J. Chark2
D.J. Moore,CAR,WR,0.00,0.00,2.00,24,22,2018,2,2019,16,15,1,15,141,24.00%,15.17,0.33,11.00,1.26,15.50,303.75,39.9%,20.1%,232.5,189,145.5,232.5,232.5,243.5,187,925,0.87,135,0.24,6,0.02,141,0.15,0,0,0,NaN%,0,0,NA,NA,0,0,NaN%,NA,227.5,5,0,0,5.4,-1.4,222.1,6.4,6,40,0,0.00%,6.7,0.02,1,135,87,1175,4,2.96%,13.5,8.7,0.24,1484,11,396,0.79,0.31,0.58,1880,D.J. Moore2
D.K. Metcalf,SEA,WR,0.00,1.00,1.00,64,22,2019,1,2019,29,43,2,16,102,20.00%,10.74,1.33,13.00,0.91,12.07,130.14,31.6%,13.6%,193.1,164.1,135.1,193.1,193.1,193.1,158.1,940,0.84,100,0.2,2,0,102,0.1,0,0,0,NaN%,0,0,NA,NA,0,0,NaN%,NA,171.9,21.2,0,0,1.6,-0.5,170.4,21.6,2,11,0,0.00%,5.5,0,3,100,58,900,7,7.00%,15.5,9,0.2,1296,13,273,0.69,0.27,0.49,1569,D.K. Metcalf1
Davante Adams,GB,WR,2.00,3.00,5.00,53,27,2014,6,2019,23,6,1,12,127,30.00%,17.21,0.68,10.00,1.36,17.89,199.40,34.7%,19.0%,214.7,173.2,131.7,214.7,214.7,228.7,171.2,698,0.84,127,0.3,0,0,127,0.18,0,0,0,NaN%,0,0,NA,NA,0,0,NaN%,NA,206.5,8.2,0,0,0,0,206.5,8.2,0,0,0,0.00%,NA,0,1,127,83,997,5,3.94%,12,7.9,0.3,1270,10,388,0.79,0.33,0.68,1658,Davante Adams6
DeAndre Hopkins,HOU,WR,5.00,5.00,6.00,27,27,2013,7,2019,5,4,1,15,154,31.00%,16.28,1.63,10.10,1.31,17.91,148.63,41.5%,22.4%,268.6,216.6,164.6,270.6,269.6,284.54,217.54,1000,0.97,150,0.31,2,0,152,0.17,6,2,1,0.5,1,1,3,56.2,9,0,0,4.5,244.2,24.4,0.5,1.8,1.8,0,241.8,22.7,2,18,0,0.00%,9,0,0,150,104,1165,7,4.67%,11.2,7.8,0.31,1515,10.1,397,0.77,0.34,0.7,1912,DeAndre Hopkins7
DeVante Parker,MIA,WR,0.00,1.00,1.00,14,26,2015,5,2019,11,17,1,16,128,21.00%,12.95,2.44,13.90,1.31,15.39,133.56,51.5%,19.8%,246.2,210.2,174.2,246.2,246.2,258.2,210.2,914,0.84,128,0.21,0,0,128,0.13,0,0,0,NaN%,0,0,NA,NA,0,0,NaN%,NA,207.2,39,0,0,0,0,207.2,39,0,0,0,0.00%,NA,0,0,128,72,1202,9,7.03%,16.7,9.4,0.21,1783,13.9,268,0.67,0.34,0.55,2051,DeVante Parker5
Demaryius Thomas,NYJ,WR,3.00,4.00,6.00,22,32,2010,10,2019,83,73,3,11,59,17.00%,8.47,-0.72,9.50,0.70,7.75,433.00,15.2%,8.7%,85.3,67.3,49.3,85.3,85.3,85.3,67.3,469,0.65,59,0.17,0,0,59,0.1,0,0,0,NaN%,0,0,NA,NA,0,0,NaN%,NA,93.2,-7.9,0,0,0,0,93.2,-7.9,0,0,0,0.00%,NA,0,0,59,36,433,1,1.69%,12,7.3,0.17,559,9.5,170,0.77,0.19,0.39,729,Demaryius Thomas10
Devin Funchess,IND,WR,0.00,0.00,1.00,41,25,2015,5,2019,181,91,4,1,5,19.00%,8.70,-2.50,9.80,0.52,6.20,0.00,0.9%,0.8%,6.2,4.7,3.2,6.2,6.2,6.2,4.7,36,0.57,5,0.19,0,0,5,0.08,0,0,0,NaN%,0,0,NA,NA,0,0,NaN%,NA,8.7,-2.5,0,0,0,0,8.7,-2.5,0,0,0,0.00%,NA,0,0,5,3,32,0,0.00%,10.7,6.4,0.19,49,9.8,6,0.65,0.29,0.48,55,Devin Funchess5
Diontae Johnson,PIT,WR,0.00,0.00,1.00,66,23,2019,1,2019,39,53,1,16,96,19.00%,9.03,1.41,8.80,0.80,10.44,144.20,34.6%,14.7%,167.1,137.6,108.1,167.1,167.1,165.1,133.6,667,0.66,92,0.19,4,0.01,96,0.11,0,0,0,NaN%,0,0,NA,NA,0,0,NaN%,NA,144.5,22.6,0,0,3.6,0.5,141.1,15.1,4,41,0,0.00%,10.2,0.01,2,92,59,680,5,5.43%,11.5,7.4,0.19,809,8.8,305,0.84,0.2,0.43,1114,Diontae Johnson1
Emmanuel Sanders,SF,WR,1.00,1.00,4.00,82,32,2010,10,2019,32,46,2,17,97,18.00%,9.84,1.38,10.40,0.87,11.21,150.67,28.1%,13.2%,190.65,157.65,124.65,192.65,190.65,199.3,157.3,859,0.77,96,0.18,0,0,96,0.1,35,1,1,1,1,0,35,158.3,22,22,1,22,167.2,23.5,1,4.8,0,0,166.3,18.6,0,0,0,0.00%,NA,0,0,96,66,869,5,5.21%,13.2,9.1,0.18,1000,10.4,233,0.87,0.28,0.47,1233,Emmanuel Sanders10
Golden Tate,NYG,WR,0.00,2.00,4.00,60,31,2010,10,2019,45,28,2,11,86,21.00%,11.92,2.10,9.60,1.04,14.02,115.33,26.6%,13.0%,154.2,129.7,105.2,154.2,154.2,157.2,129.7,629,0.86,85,0.21,1,0,86,0.13,0,0,0,NaN%,0,0,NA,NA,0,0,NaN%,NA,131.1,23.1,0,0,0.7,0.9,130.4,21.6,1,16,0,0.00%,16,0,0,85,49,676,6,7.06%,13.8,8,0.21,812,9.6,278,0.83,0.24,0.49,1090,Golden Tate10
Jarvis Landry,CLE,WR,1.00,3.00,5.00,63,27,2014,6,2019,12,22,1,16,139,27.00%,14.23,0.61,9.50,1.27,14.84,197.33,44.1%,20.0%,237.4,195.9,154.4,237.4,237.4,243.4,195.9,1002,0.94,138,0.27,1,0,139,0.15,0,0,0,NaN%,0,0,NA,NA,0,0,NaN%,NA,227.6,9.8,0,0,0.5,0.5,227.1,8.7,1,10,0,0.00%,10,0,0,138,83,1174,6,4.35%,14.1,8.5,0.27,1317,9.5,444,0.89,0.29,0.61,1761,Jarvis Landry6
John Brown,BUF,WR,0.00,0.00,1.00,91,29,2014,6,2019,20,24,1,15,118,26.00%,12.53,2.15,14.30,1.19,14.67,156.43,46.1%,17.8%,220.1,184.1,148.1,222.1,220.1,225.82,183.82,939,0.91,115,0.26,2,0,117,0.13,28,1,1,1,1,0,28,158.3,21,21,1,21,187.9,32.2,2.7,2.7,2.3,-1.6,182.9,31.1,2,7,0,0.00%,3.5,0,0,115,72,1060,6,5.22%,14.7,9.2,0.26,1644,14.3,205,0.64,0.38,0.65,1849,John Brown6
Jordan Matthews,PHI,WR,0.00,0.00,1.00,42,27,2014,6,2019,174,152,6,3,12,12.00%,6.20,-3.77,14.60,0.17,2.43,0.00,0.8%,1.9%,7.3,5.3,3.3,7.3,7.3,7.3,5.3,140,0.65,12,0.12,0,0,12,0.06,0,0,0,NaN%,0,0,NA,NA,0,0,NaN%,NA,18.6,-11.3,0,0,0,0,18.6,-11.3,0,0,0,0.00%,NA,0,0,12,4,33,0,0.00%,8.2,2.8,0.12,175,14.6,7,0.19,0.2,0.32,182,Jordan Matthews6
Josh Gordon,SEA,WR,1.00,1.00,1.00,329,28,2012,8,2019,90,85,3,11,49,13.00%,6.71,-0.01,11.10,0.62,6.70,427.00,11.3%,6.4%,73.7,60.2,46.7,73.7,74.7,74.7,61.2,462,0.58,47,0.13,1,0,48,0.07,0,1,0,0,0,1,0,0,33,0,0,33,73.8,-0.1,-2,0,0.8,-0.7,75,0.6,1,1,0,0.00%,1,0,0,47,27,426,1,2.13%,15.8,9.1,0.13,522,11.1,139,0.82,0.16,0.3,661,Josh Gordon8
Juju Smith-Schuster,PIT,WR,0.00,1.00,3.00,62,23,2017,3,2019,63,61,2,12,72,18.00%,9.67,-0.07,9.50,0.81,9.60,184.00,25.1%,11.1%,115.2,94.2,73.2,115.2,115.2,117.2,92.2,582,0.76,72,0.18,0,0,72,0.11,0,0,0,NaN%,0,0,NA,NA,0,0,NaN%,NA,116,-0.8,0,0,0,0,116,-0.8,0,0,0,0.00%,NA,0,1,72,42,552,3,4.17%,13.1,7.7,0.18,683,9.5,229,0.81,0.22,0.43,912,Juju Smith-Schuster3
Julio Jones,ATL,WR,3.00,7.00,8.00,6,30,2011,9,2019,3,3,1,15,158,26.00%,17.19,1.09,12.20,1.42,18.27,231.83,40.7%,22.5%,274.1,224.6,175.1,274.1,274.1,292.1,224.6,834,0.76,156,0.26,2,0.01,158,0.17,0,0,0,NaN%,0,0,NA,NA,0,0,NaN%,NA,257.8,16.3,0,0,1.2,-1.5,256.6,17.8,2,-3,0,0.00%,-1.5,0.01,0,156,99,1394,6,3.85%,14.1,8.9,0.26,1908,12.2,369,0.73,0.37,0.65,2277,Julio Jones9
Keenan Allen,LAC,WR,1.00,4.00,5.00,76,27,2013,7,2019,6,8,1,16,153,26.00%,15.56,0.79,10.00,1.26,16.34,202.50,39.1%,24.4%,261.5,209.5,157.5,261.5,261.5,267.5,209.5,944,0.88,150,0.26,3,0.01,153,0.16,0,0,0,NaN%,0,0,NA,NA,0,0,NaN%,NA,248.9,12.6,0,0,2.7,-1.1,246.1,13.8,3,16,0,0.00%,5.3,0.01,0,150,104,1199,6,4.00%,11.5,8,0.26,1505,10,370,0.8,0.3,0.6,1875,Keenan Allen7
Kenny Golladay,DET,WR,0.00,1.00,2.00,96,26,2017,3,2019,9,13,1,16,116,21.00%,12.50,3.13,14.60,1.21,15.63,108.18,47.9%,16.7%,250,217.5,185,250,250,264,215.5,958,0.87,116,0.21,0,0,116,0.12,0,0,0,NaN%,0,0,NA,NA,0,0,NaN%,NA,200,50,0,0,0,0,200,50,0,0,0,0.00%,NA,0,1,116,65,1190,11,9.48%,18.3,10.3,0.21,1698,14.6,304,0.7,0.31,0.54,2002,Kenny Golladay3
Marvin Jones,DET,WR,0.00,1.00,2.00,166,29,2012,8,2019,28,21,2,13,94,20.00%,12.64,2.28,12.90,0.97,14.92,86.56,34.6%,13.5%,193.9,162.9,131.9,193.9,193.9,199.9,162.9,837,0.9,92,0.2,2,0.01,94,0.12,0,0,0,NaN%,0,0,NA,NA,0,0,NaN%,NA,164.3,29.6,0,0,1.1,-1.1,163.2,30.7,2,0,0,0.00%,0,0.01,0,92,62,779,9,9.78%,12.6,8.5,0.2,1186,12.9,106,0.66,0.26,0.48,1292,Marvin Jones8
Michael Gallup,DAL,WR,0.00,0.00,1.00,81,23,2018,2,2019,24,18,2,14,112,22.00%,13.06,2.14,12.30,1.21,15.19,184.50,32.6%,14.9%,212.7,179.7,146.7,212.7,212.7,224.7,179.7,854,0.85,112,0.22,0,0,112,0.12,0,0,0,NaN%,0,0,NA,NA,0,0,NaN%,NA,182.8,29.9,0,0,0,0,182.8,29.9,0,0,0,0.00%,NA,0,0,112,66,1107,6,5.36%,16.8,9.9,0.22,1380,12.3,333,0.8,0.29,0.53,1713,Michael Gallup2
Michael Thomas,NO,WR,1.00,4.00,4.00,47,26,2016,4,2019,1,1,1,16,187,33.00%,19.15,4.26,8.00,1.74,23.41,190.67,51.7%,30.3%,374.6,300.1,225.6,374.6,374.6,404.6,300.1,959,0.89,186,0.33,1,0,187,0.19,0,0,0,NaN%,0,0,NA,NA,0,0,NaN%,NA,306.4,68.2,0,0,0.7,-1.6,305.7,69.8,1,-9,0,0.00%,-9,0,0,186,149,1725,9,4.84%,11.6,9.3,0.33,1489,8,587,1.16,0.4,0.78,2076,Michael Thomas4
Mike Evans,TB,WR,1.00,2.00,7.00,7,26,2014,6,2019,15,5,2,13,118,24.00%,15.54,2.36,15.10,1.37,17.90,144.63,35.1%,16.4%,232.7,199.2,165.7,232.7,232.7,241.7,199.2,810,0.84,118,0.24,0,0,118,0.14,0,0,0,NaN%,0,0,NA,NA,0,0,NaN%,NA,202,30.7,0,0,0,0,202,30.7,0,0,0,0.00%,NA,0,0,118,67,1157,8,6.78%,17.3,9.8,0.24,1776,15.1,256,0.65,0.34,0.6,2032,Mike Evans6
Nelson Agholor,PHI,WR,0.00,0.00,1.00,20,26,2015,5,2019,75,65,3,11,72,18.00%,10.64,-1.91,11.10,0.50,8.73,123.33,14.7%,11.5%,96,76.5,57,96,96,98,74.5,706,0.89,70,0.18,2,0.01,72,0.1,0,0,0,NaN%,0,0,NA,NA,0,0,NaN%,NA,117,-21,0,0,1.4,-0.7,115.6,-20.3,2,7,0,0.00%,3.5,0.01,1,70,39,363,3,4.29%,9.3,5.2,0.18,779,11.1,126,0.47,0.22,0.42,905,Nelson Agholor5
Odell Beckham Jr.,CLE,WR,2.00,3.00,4.00,12,27,2014,6,2019,25,34,2,16,138,26.00%,13.94,-1.23,12.60,1.14,12.72,266.25,36.0%,19.6%,203.5,166.5,129.5,203.5,203.5,208.3,164.3,1021,0.95,133,0.26,3,0.01,136,0.15,20,2,1,0.5,0,0,10,85.4,65,15,0.23,32.5,223.1,-19.6,0.2,0.8,2,-1,220.9,-19.4,3,10,0,0.00%,3.3,0.01,1,133,74,1035,4,3.01%,14,7.8,0.26,1678,12.6,341,0.62,0.38,0.65,2019,Odell Beckham Jr.6
Randall Cobb,DAL,WR,0.00,1.00,2.00,64,29,2011,9,2019,43,50,3,15,87,15.00%,9.11,1.35,9.80,0.86,10.46,279.67,21.9%,11.4%,156.9,129.4,101.9,156.9,156.9,161.9,127.4,728,0.69,83,0.15,3,0.01,86,0.09,0,1,0,0,0,0,0,39.6,0,0,NaN%,0,136.7,20.2,1.1,-1.1,2.1,-1,133.5,22.3,3,11,0,0.00%,3.7,0.01,1,83,55,828,3,3.61%,15.1,10,0.15,814,9.8,329,1.02,0.16,0.34,1143,Randall Cobb9
Robby Anderson,NYJ,WR,0.00,0.00,2.00,329,26,2016,4,2019,40,56,2,16,97,19.00%,9.81,0.33,14.20,0.86,10.14,156.40,35.8%,14.3%,162.2,136.2,110.2,162.2,162.2,171.2,136.2,944,0.91,96,0.19,1,0,97,0.11,0,0,0,NaN%,0,0,NA,NA,0,0,NaN%,NA,157,5.2,0,0,0.7,-0.3,156.3,5.5,1,4,0,0.00%,4,0,0,96,52,778,5,5.21%,15,8.1,0.19,1367,14.2,193,0.57,0.34,0.53,1560,Robby Anderson4
Robert Woods,LAR,WR,0.00,1.00,3.00,41,27,2013,7,2019,14,14,2,15,157,23.00%,15.98,-0.45,8.40,1.29,15.53,416.33,28.9%,20.7%,232.9,187.9,142.9,232.9,232.9,241.9,187.9,1010,0.94,140,0.23,17,0.05,157,0.16,0,0,0,NaN%,0,0,NA,NA,0,0,NaN%,NA,239.7,-6.8,0,0,13.1,4.4,226.5,-11.1,17,115,1,5.88%,6.8,0.05,0,140,90,1134,2,1.43%,12.6,8.1,0.23,1171,8.4,574,0.97,0.25,0.53,1745,Robert Woods7
